car_reg,purchase_date,year,month,county,make,model,type,colour,tax_band,price
201-D-3238,2020-03-13,2020,3,DUBLIN,FORD,MONDEO,HATCHBACK,RED,B,33496.0
201-D-4370,2019-02-23,2019,2,DUBLIN,TOYOTA,COROLLA,SALOON,SILVER,B,30424.0
181-D-1531,2018-03-16,2018,3,DUBLIN,BMW,5 SERIES,ESTATE,WHITE,C,71364.0
192-D-3673,2019-07-19,2019,7,DUBLIN,TOYOTA,PRIUS,HATCHBACK,WHITE,B,35759.0
201-D-1780,2018-02-26,2018,2,DUBLIN,TOYOTA,YARIS,HATCHBACK,WHITE,A,15740.0
201-D-3880,2018-06-04,2018,4,DUBLIN,OPEL,INSIGNIA,HATCHBACK,BLUE,B,36885.0
191-G-3039,2019-02-21,2019,2,GALWAY,MERCEDES,A-CLASS,SALOON,WHITE,B,58981.0
192-D-1786,2019-07-15,2019,7,DUBLIN,TOYOTA,YARIS,HATCHBACK,WHITE,A,18753.0
182-C-4355,2018-10-07,2018,7,CORK,MERCEDES,A-CLASS,SALOON,ORANGE,B,34256.0
181-L-837,2018-01-14,2018,1,GALWAY,OPEL,ASTRA,ESTATE,BLUE,B,25297.0
202-D-4641,2019-10-17,2019,10,DUBLIN,MAZDA,CX-5,SUV,BLUE,B,46356.0
191-G-283,2019-09-02,2019,2,GALWAY,MAZDA,CX-30,SUV,WHITE,B,34053.0
201-C-4871,2020-11-01,2020,1,GALWAY,MERCEDES,A-CLASS,HATCHBACK,WHITE,B,57787.0
202-D-980,2018-09-14,2018,9,DUBLIN,OPEL,ASTRA,ESTATE,WHITE,B,28750.0
191-D-1036,2019-01-16,2019,1,GALWAY,OPEL,ASTRA,ESTATE,RED,B,29707.0
192-D-3150,2019-03-10,2019,10,DUBLIN,FORD,FOCUS,ESTATE,BLUE,A,32265.0
201-G-1210,2018-05-22,2018,5,GALWAY,MERCEDES,AMG-GT,HATCHBACK,RED,D,212021.0
202-G-2930,2020-02-11,2020,11,GALWAY,OPEL,GRANDLAND X,SUV,WHITE,B,39302.0
191-D-2033,2019-02-19,2019,2,DUBLIN,FORD,KUGA,SUV,WHITE,B,38302.0
181-D-2790,2018-02-25,2018,2,GALWAY,OPEL,ASTRA,ESTATE,RED,B,29164.0
201-L-2354,2020-05-21,2020,5,LIMERICK,FORD,MONDEO,HATCHBACK,WHITE,B,36616.0
202-L-3425,2020-08-07,2020,7,LIMERICK,FORD,MONDEO,SALOON,WHITE,B,36372.0
201-L-3635,2020-01-15,2020,1,LIMERICK,AUDI,A6,ESTATE,SILVER,C,71262.0
201-W-4421,2019-12-02,2019,2,WATERFORD,FORD,MUSTANG,COUPE,WHITE,C,61501.0
191-C-4246,2019-02-21,2019,2,GALWAY,MERCEDES,A-CLASS,HATCHBACK,WHITE,B,56421.0
202-G-2986,2020-07-15,2020,7,GALWAY,MAZDA,CX-30,SUV,WHITE,B,40856.0
201-C-4861,2020-10-01,2020,1,CORK,MERCEDES,C-CLASS,ESTATE,RED,B,125282.0
201-D-3837,2020-07-04,2020,4,GALWAY,OPEL,ASTRA,HATCHBACK,WHITE,A,27388.0
181-D-3944,2018-01-21,2018,1,DUBLIN,OPEL,GRANDLAND X,SUV,BLUE,B,48034.0
192-C-2540,2019-04-07,2019,7,GALWAY,MERCEDES,C-CLASS,ESTATE,WHITE,B,121811.0
192-D-4236,2019-07-27,2019,7,DUBLIN,TOYOTA,RAV4,SUV,SILVER,B,38101.0
191-C-4404,2019-01-03,2019,3,GALWAY,FORD,FOCUS,ESTATE,WHITE,A,33070.0
191-W-2849,2019-03-01,2019,1,WATERFORD,BMW,3 SERIES,SALOON,BLUE,B,46605.0
191-C-4553,2019-09-03,2019,3,GALWAY,FORD,FOCUS,HATCHBACK,BLUE,A,25541.0
192-W-1949,2019-07-18,2019,7,GALWAY,MAZDA,CX-5,SUV,RED,B,43847.0
191-L-444,2019-01-03,2019,3,LIMERICK,BMW,3 SERIES,SALOON,WHITE,B,59870.0
202-D-3109,2020-02-07,2020,7,GALWAY,MERCEDES,A-CLASS,SALOON,RED,B,61622.0
181-C-2712,2018-02-03,2018,3,CORK,BMW,5 SERIES,ESTATE,ORANGE,C,64182.0
201-W-1332,2020-01-17,2020,1,GALWAY,FORD,MONDEO,SALOON,WHITE,B,39019.0
201-C-2824,2019-01-20,2019,1,CORK,MERCEDES,C-CLASS,SALOON,WHITE,B,67077.0
181-W-4342,2018-01-13,2018,1,GALWAY,BMW,3 SERIES,HATCHBACK,BLUE,C,52999.0
182-L-1678,2018-07-22,2018,7,LIMERICK,TOYOTA,COROLLA,HATCHBACK,WHITE,B,31289.0
201-D-2097,2020-02-15,2020,2,DUBLIN,FORD,MONDEO,HATCHBACK,WHITE,B,32393.0
201-L-4271,2020-01-16,2020,1,LIMERICK,TOYOTA,COROLLA,HATCHBACK,BLUE,B,28156.0
202-C-613,2020-08-07,2020,7,CORK,MAZDA,MAZDA3,HATCHBACK,WHITE,B,29901.0
201-C-3505,2019-03-23,2019,3,CORK,AUDI,A6,SALOON,RED,C,54881.0
202-G-1378,2020-03-08,2020,8,GALWAY,MAZDA,MAZDA3,SALOON,RED,B,32484.0
202-D-3657,2020-12-07,2020,7,DUBLIN,OPEL,CORSA,HATCHBACK,BLUE,A,18716.0
202-D-1413,2020-07-17,2020,7,DUBLIN,AUDI,A4,ESTATE,WHITE,B,47629.0
191-D-4265,2019-06-02,2019,2,DUBLIN,BMW,5 SERIES,ESTATE,WHITE,C,54459.0
202-C-4054,2020-07-25,2020,7,GALWAY,AUDI,A4,SALOON,RED,B,48085.0
202-W-4953,2020-11-07,2020,7,WATERFORD,TOYOTA,YARIS,HATCHBACK,WHITE,A,19013.0
201-D-2812,2019-09-02,2019,2,DUBLIN,MAZDA,MAZDA6,ESTATE,WHITE,B,40809.0
201-W-3133,2020-02-27,2020,2,WATERFORD,TOYOTA,YARIS,HATCHBACK,RED,A,16995.0
202-D-3832,2020-11-07,2020,7,DUBLIN,TOYOTA,YARIS,HATCHBACK,WHITE,A,19483.0
182-D-3467,2018-05-07,2018,7,DUBLIN,AUDI,A6,SALOON,BLUE,C,83216.0
202-G-4875,2019-05-07,2019,7,GALWAY,MERCEDES,C-CLASS,ESTATE,SILVER,B,57205.0
201-C-4328,2019-02-20,2019,2,CORK,BMW,2 SERIES,COUPE,WHITE,B,117346.0
201-D-1994,2018-01-17,2018,1,DUBLIN,MAZDA,MAZDA6,ESTATE,RED,B,35118.0
181-L-3094,2018-12-01,2018,1,LIMERICK,TOYOTA,YARIS,HATCHBACK,WHITE,A,16444.0
202-D-1937,2020-07-16,2020,7,GALWAY,BMW,3 SERIES,SALOON,WHITE,B,63976.0
201-C-1613,2018-07-04,2018,4,CORK,OPEL,ASTRA,ESTATE,WHITE,B,25333.0
191-D-1408,2019-05-03,2019,3,DUBLIN,TOYOTA,YARIS,HATCHBACK,SILVER,A,17177.0
181-C-4481,2018-12-01,2018,1,CORK,AUDI,A4,SALOON,WHITE,B,49924.0
202-L-91,2019-07-21,2019,7,LIMERICK,MERCEDES,A-CLASS,HATCHBACK,WHITE,B,34068.0
191-G-2643,2019-02-02,2019,2,GALWAY,TOYOTA,COROLLA,HATCHBACK,RED,B,30562.0
192-C-3646,2019-04-08,2019,8,GALWAY,TOYOTA,YARIS,HATCHBACK,RED,A,18419.0
192-G-4849,2019-03-07,2019,7,GALWAY,FORD,MONDEO,SALOON,RED,B,37809.0
181-C-3682,2018-01-13,2018,1,CORK,TOYOTA,RAV4,SUV,RED,B,49903.0
191-D-173,2019-12-01,2019,1,DUBLIN,AUDI,A4,SALOON,ORANGE,B,44154.0
202-D-1416,2020-08-13,2020,8,DUBLIN,TOYOTA,PRIUS,HATCHBACK,BLUE,B,35496.0
192-C-2776,2019-07-07,2019,7,GALWAY,OPEL,CORSA,HATCHBACK,WHITE,A,22822.0
182-C-3296,2018-05-07,2018,7,CORK,FORD,FIESTA,HATCHBACK,WHITE,A,28639.0
191-C-3240,2019-03-25,2019,3,GALWAY,FORD,FOCUS,HATCHBACK,RED,A,37887.0
201-D-4730,2020-03-24,2020,3,DUBLIN,FORD,MONDEO,SALOON,RED,B,40615.0
191-D-1886,2019-02-21,2019,2,DUBLIN,MERCEDES,C-CLASS,SALOON,SILVER,B,42473.0
181-G-4329,2018-01-14,2018,1,GALWAY,OPEL,ASTRA,ESTATE,RED,B,26259.0
201-L-401,2019-03-14,2019,3,LIMERICK,BMW,X3,SUV,SILVER,C,72256.0
182-L-199,2018-09-08,2018,8,LIMERICK,TOYOTA,COROLLA,SALOON,BLUE,B,28281.0
201-D-4944,2020-11-01,2020,1,DUBLIN,OPEL,INSIGNIA,HATCHBACK,BLUE,B,38441.0
192-D-2403,2019-09-07,2019,7,DUBLIN,OPEL,GRANDLAND X,SUV,RED,B,53013.0
191-C-178,2019-03-23,2019,3,GALWAY,TOYOTA,COROLLA,SALOON,SILVER,B,31421.0
201-C-2082,2020-04-05,2020,5,GALWAY,TOYOTA,PRIUS,HATCHBACK,RED,B,35237.0
182-G-4902,2018-11-09,2018,9,GALWAY,BMW,X3,SUV,WHITE,C,103178.0
202-D-1477,2020-04-07,2020,7,GALWAY,FORD,FOCUS,ESTATE,RED,A,26904.0
201-D-858,2020-02-02,2020,2,GALWAY,TOYOTA,PRIUS,HATCHBACK,BLUE,B,36525.0
191-L-588,2019-03-24,2019,3,LIMERICK,FORD,FIESTA,HATCHBACK,RED,A,22426.0
181-G-3049,2018-05-02,2018,2,GALWAY,BMW,2 SERIES,COUPE,WHITE,B,114785.0
202-W-326,2020-03-07,2020,7,WATERFORD,FORD,MUSTANG,COUPE,WHITE,C,54980.0
191-W-4258,2019-03-20,2019,3,GALWAY,MAZDA,CX-5,SUV,SILVER,B,33033.0
191-D-36,2019-04-01,2019,1,DUBLIN,OPEL,CORSA,HATCHBACK,BLUE,A,24959.0
201-L-3420,2020-03-20,2020,3,LIMERICK,FORD,FIESTA,HATCHBACK,BLUE,A,25049.0
182-D-3944,2018-03-07,2018,7,GALWAY,TOYOTA,YARIS,HATCHBACK,SILVER,A,16445.0
191-D-734,2019-01-19,2019,1,GALWAY,OPEL,GRANDLAND X,SUV,RED,B,46768.0
182-D-4454,2018-08-27,2018,8,DUBLIN,OPEL,CROSSLAND X,SUV,WHITE,A,24349.0
181-G-46,2018-01-17,2018,1,GALWAY,AUDI,A6,SALOON,ORANGE,C,56140.0
201-W-2818,2018-03-01,2018,1,WATERFORD,MERCEDES,C-CLASS,ESTATE,BLUE,B,110844.0
201-D-1318,2018-02-22,2018,2,DUBLIN,BMW,3 SERIES,HATCHBACK,RED,C,54803.0
202-D-2909,2020-08-21,2020,8,DUBLIN,TOYOTA,PRIUS,HATCHBACK,WHITE,B,35622.0
202-W-1401,2020-12-08,2020,8,WATERFORD,BMW,X3,SUV,RED,C,87454.0
182-W-4624,2018-09-14,2018,9,GALWAY,FORD,FIESTA,HATCHBACK,ORANGE,A,20523.0
202-D-2679,2020-03-07,2020,7,GALWAY,MAZDA,CX-5,SUV,BLUE,B,41568.0
201-W-28,2020-01-19,2020,1,GALWAY,TOYOTA,PRIUS,HATCHBACK,RED,B,34108.0
191-D-3265,2019-01-20,2019,1,GALWAY,FORD,FIESTA,HATCHBACK,RED,A,28578.0
201-W-575,2020-03-24,2020,3,WATERFORD,TOYOTA,COROLLA,HATCHBACK,RED,B,32283.0
202-C-3040,2020-07-19,2020,7,GALWAY,OPEL,CROSSLAND X,SUV,RED,A,22636.0
201-W-2250,2020-01-21,2020,1,WATERFORD,AUDI,Q3,SUV,WHITE,B,47801.0
201-W-4882,2020-03-25,2020,3,GALWAY,MERCEDES,A-CLASS,HATCHBACK,WHITE,B,41985.0
202-D-252,2019-07-07,2019,7,DUBLIN,OPEL,INSIGNIA,HATCHBACK,WHITE,B,29588.0
191-C-3637,2019-01-23,2019,1,CORK,AUDI,Q3,SUV,BLUE,B,50777.0
181-D-3123,2018-09-01,2018,1,GALWAY,OPEL,INSIGNIA,HATCHBACK,RED,B,28604.0
191-D-4802,2019-08-01,2019,1,DUBLIN,BMW,3 SERIES,HATCHBACK,BLUE,C,47378.0
201-W-1814,2020-07-01,2020,1,GALWAY,BMW,2 SERIES,COUPE,RED,B,45434.0
191-C-3530,2019-02-01,2019,1,GALWAY,BMW,X3,SUV,WHITE,C,91411.0
201-C-1996,2020-10-02,2020,2,CORK,BMW,3 SERIES,ESTATE,WHITE,B,45500.0
201-C-1679,2020-02-01,2020,1,CORK,OPEL,GRANDLAND X,SUV,WHITE,B,35362.0
181-D-27,2018-01-19,2018,1,GALWAY,FORD,FIESTA,HATCHBACK,WHITE,A,19565.0
181-L-3642,2018-04-18,2018,4,LIMERICK,MAZDA,MAZDA6,SALOON,WHITE,B,45674.0
191-D-1847,2019-10-01,2019,1,DUBLIN,BMW,5 SERIES,ESTATE,BLUE,C,55922.0
202-C-3292,2020-10-08,2020,8,CORK,FORD,FOCUS,HATCHBACK,BLUE,A,25443.0
201-W-877,2020-03-25,2020,3,WATERFORD,MERCEDES,A-CLASS,HATCHBACK,WHITE,B,50439.0
181-D-3466,2018-03-19,2018,3,GALWAY,TOYOTA,COROLLA,HATCHBACK,WHITE,B,29059.0
201-D-2090,2020-07-03,2020,3,DUBLIN,MAZDA,MAZDA3,SALOON,WHITE,B,35147.0
181-W-851,2018-05-01,2018,1,WATERFORD,FORD,MONDEO,HATCHBACK,BLUE,B,38816.0
201-G-546,2020-09-01,2020,1,GALWAY,MAZDA,MAZDA6,ESTATE,SILVER,B,38583.0
181-W-756,2018-04-02,2018,2,WATERFORD,MAZDA,CX-30,SUV,BLUE,B,40496.0
191-L-1308,2019-02-21,2019,2,LIMERICK,TOYOTA,COROLLA,SALOON,BLUE,B,30425.0
182-L-3388,2018-05-07,2018,7,LIMERICK,MAZDA,CX-30,SUV,RED,B,40419.0
191-C-621,2019-01-27,2019,1,CORK,MAZDA,CX-30,SUV,SILVER,B,35848.0
201-C-4249,2020-03-03,2020,3,CORK,TOYOTA,COROLLA,SALOON,BLUE,B,30927.0
201-C-3616,2018-01-01,2018,1,CORK,FORD,KUGA,SUV,RED,B,49192.0
181-D-1041,2018-03-02,2018,2,GALWAY,MAZDA,MAZDA3,HATCHBACK,WHITE,B,32543.0
201-C-549,2018-02-20,2018,2,CORK,OPEL,CROSSLAND X,SUV,SILVER,A,24767.0
201-G-562,2018-03-15,2018,3,GALWAY,TOYOTA,CAMERY,SALOON,WHITE,B,41376.0
181-D-859,2018-08-01,2018,1,DUBLIN,MERCEDES,C-CLASS,ESTATE,WHITE,B,90202.0
191-D-3751,2019-08-03,2019,3,GALWAY,MAZDA,MAZDA6,SALOON,WHITE,B,36904.0
191-L-4517,2019-01-21,2019,1,GALWAY,MAZDA,MAZDA3,SALOON,WHITE,B,31281.0
191-D-39,2019-01-02,2019,2,GALWAY,MAZDA,MAZDA3,HATCHBACK,ORANGE,B,28457.0
201-C-3761,2019-04-19,2019,4,CORK,FORD,MONDEO,HATCHBACK,RED,B,31681.0
182-W-2534,2018-07-27,2018,7,WATERFORD,AUDI,A4,ESTATE,BLUE,B,48657.0
202-D-218,2018-02-08,2018,8,DUBLIN,MERCEDES,GLC-CLASS,SUV,RED,C,51924.0
192-L-4023,2019-06-07,2019,7,GALWAY,MAZDA,MAZDA6,ESTATE,WHITE,B,37765.0
201-W-1056,2020-01-22,2020,1,WATERFORD,TOYOTA,YARIS,HATCHBACK,BLUE,A,15375.0
182-D-900,2018-07-24,2018,7,GALWAY,FORD,MUSTANG,COUPE,RED,C,70215.0
201-C-4008,2020-01-21,2020,1,CORK,AUDI,A6,ESTATE,SILVER,C,82649.0
201-G-358,2020-01-03,2020,3,GALWAY,FORD,FIESTA,HATCHBACK,WHITE,A,20341.0
181-W-647,2018-03-22,2018,3,WATERFORD,OPEL,CROSSLAND X,SUV,BLUE,A,25240.0
191-D-1205,2019-01-19,2019,1,DUBLIN,MERCEDES,GLC-CLASS,SUV,BLUE,C,114009.0
181-D-1503,2018-01-27,2018,1,GALWAY,OPEL,CROSSLAND X,SUV,WHITE,A,22610.0
181-D-3539,2018-09-01,2018,1,GALWAY,BMW,3 SERIES,SALOON,BLUE,B,48730.0
181-D-2379,2018-12-01,2018,1,GALWAY,MAZDA,MAZDA3,SALOON,RED,B,35014.0
181-G-197,2018-05-03,2018,3,GALWAY,FORD,MONDEO,HATCHBACK,ORANGE,B,35099.0
201-D-3398,2019-01-18,2019,1,DUBLIN,MAZDA,MAZDA3,HATCHBACK,WHITE,B,31804.0
192-D-3719,2019-11-10,2019,10,GALWAY,MAZDA,MAZDA6,SALOON,RED,B,43162.0
201-D-3736,2020-01-14,2020,1,GALWAY,TOYOTA,RAV4,SUV,RED,B,48375.0
201-D-4669,2020-09-01,2020,1,GALWAY,MAZDA,MAZDA3,HATCHBACK,WHITE,B,33216.0
191-D-3246,2019-01-23,2019,1,DUBLIN,OPEL,CORSA,HATCHBACK,SILVER,A,21684.0
191-C-1629,2019-02-25,2019,2,GALWAY,MERCEDES,C-CLASS,SALOON,SILVER,B,107618.0
181-C-4732,2018-04-13,2018,4,GALWAY,TOYOTA,RAV4,SUV,RED,B,43143.0
192-L-2654,2019-06-07,2019,7,GALWAY,BMW,3 SERIES,ESTATE,RED,B,64576.0
191-D-3955,2019-03-13,2019,3,GALWAY,OPEL,GRANDLAND X,SUV,SILVER,B,40323.0
182-D-2790,2018-10-16,2018,10,GALWAY,FORD,MONDEO,HATCHBACK,RED,B,39470.0
182-C-3007,2018-03-07,2018,7,CORK,TOYOTA,YARIS,HATCHBACK,SILVER,A,19855.0
182-C-1828,2018-07-14,2018,7,CORK,OPEL,ASTRA,ESTATE,SILVER,B,27131.0
191-C-1352,2019-01-25,2019,1,CORK,AUDI,A6,SALOON,WHITE,C,81490.0
202-D-2470,2020-07-26,2020,7,DUBLIN,FORD,FIESTA,HATCHBACK,SILVER,A,29490.0
181-D-2496,2018-01-21,2018,1,DUBLIN,FORD,MONDEO,HATCHBACK,RED,B,32398.0
202-D-307,2020-07-18,2020,7,DUBLIN,MERCEDES,C-CLASS,ESTATE,SILVER,B,97096.0
191-W-3272,2019-05-15,2019,5,WATERFORD,MERCEDES,GLC-CLASS,SUV,SILVER,C,118269.0
201-C-945,2020-01-13,2020,1,CORK,TOYOTA,YARIS,HATCHBACK,WHITE,A,17554.0
201-D-1870,2020-02-16,2020,2,GALWAY,BMW,7 SERIES,SALOON,WHITE,D,123112.0
191-D-719,2019-04-13,2019,4,DUBLIN,TOYOTA,COROLLA,SALOON,WHITE,B,30201.0
201-G-780,2020-01-27,2020,1,GALWAY,MERCEDES,C-CLASS,ESTATE,WHITE,B,101810.0
202-L-3035,2019-04-11,2019,11,LIMERICK,FORD,FIESTA,HATCHBACK,SILVER,A,29722.0
181-W-2240,2018-01-24,2018,1,GALWAY,TOYOTA,CAMERY,SALOON,RED,B,41315.0
201-D-3929,2018-09-01,2018,1,DUBLIN,BMW,2 SERIES,COUPE,BLUE,B,71342.0
192-W-2692,2019-07-26,2019,7,WATERFORD,FORD,MONDEO,SALOON,BLUE,B,34095.0
191-L-350,2019-12-01,2019,1,GALWAY,FORD,FOCUS,HATCHBACK,WHITE,A,38720.0
182-G-4437,2018-07-19,2018,7,GALWAY,FORD,MUSTANG,COUPE,WHITE,C,59190.0
192-G-1997,2019-06-07,2019,7,GALWAY,MERCEDES,C-CLASS,ESTATE,RED,B,51542.0
201-G-209,2018-01-22,2018,1,GALWAY,MAZDA,MAZDA6,SALOON,SILVER,B,41438.0
201-C-4824,2018-03-16,2018,3,CORK,OPEL,ASTRA,HATCHBACK,BLUE,A,30315.0
201-D-1294,2020-03-21,2020,3,DUBLIN,TOYOTA,RAV4,SUV,RED,B,45448.0
181-C-2917,2018-11-01,2018,1,GALWAY,MERCEDES,AMG-GT,HATCHBACK,ORANGE,D,176776.0
181-D-626,2018-04-23,2018,4,DUBLIN,BMW,5 SERIES,ESTATE,SILVER,C,71155.0
181-C-1445,2018-08-01,2018,1,GALWAY,MERCEDES,A-CLASS,SALOON,RED,B,39870.0
202-D-1818,2020-08-08,2020,8,DUBLIN,BMW,X3,SUV,RED,C,72542.0
201-D-133,2020-01-15,2020,1,DUBLIN,TOYOTA,RAV4,SUV,BLUE,B,48011.0
201-C-442,2018-01-19,2018,1,CORK,FORD,MUSTANG,COUPE,BLUE,C,55387.0
191-W-519,2019-12-01,2019,1,WATERFORD,OPEL,CROSSLAND X,SUV,RED,A,27770.0
201-D-471,2020-09-03,2020,3,DUBLIN,FORD,FOCUS,ESTATE,WHITE,A,36412.0
201-D-1714,2020-02-20,2020,2,GALWAY,MERCEDES,GLC-CLASS,SUV,RED,C,116072.0
202-D-3214,2018-07-14,2018,7,DUBLIN,MERCEDES,A-CLASS,HATCHBACK,WHITE,B,33284.0
201-C-3780,2020-05-25,2020,5,CORK,AUDI,Q3,SUV,SILVER,B,47901.0
202-D-4218,2020-10-09,2020,9,DUBLIN,BMW,3 SERIES,SALOON,WHITE,B,66518.0
201-G-2300,2020-01-20,2020,1,GALWAY,MAZDA,CX-30,SUV,WHITE,B,31230.0
181-C-1037,2018-04-01,2018,1,CORK,OPEL,CORSA,HATCHBACK,WHITE,A,17235.0
191-G-2303,2019-10-01,2019,1,GALWAY,OPEL,ASTRA,ESTATE,WHITE,B,29214.0
201-G-2563,2020-03-04,2020,4,GALWAY,BMW,X3,SUV,WHITE,C,70334.0
201-D-293,2020-01-17,2020,1,DUBLIN,FORD,FIESTA,HATCHBACK,BLUE,A,25289.0
201-L-4025,2019-12-01,2019,1,LIMERICK,TOYOTA,COROLLA,HATCHBACK,BLUE,B,28058.0
201-G-3990,2020-01-24,2020,1,GALWAY,OPEL,INSIGNIA,HATCHBACK,WHITE,B,28912.0
202-W-2251,2020-04-07,2020,7,GALWAY,MAZDA,MAZDA3,SALOON,WHITE,B,33715.0
201-W-3622,2018-02-17,2018,2,WATERFORD,AUDI,A6,SALOON,WHITE,C,85742.0
201-D-1300,2020-08-04,2020,4,DUBLIN,TOYOTA,CAMERY,SALOON,WHITE,B,41988.0
202-G-963,2020-07-23,2020,7,GALWAY,AUDI,A4,ESTATE,BLUE,B,50683.0
191-D-907,2019-03-01,2019,1,DUBLIN,MAZDA,MAZDA6,ESTATE,WHITE,B,38211.0
181-L-964,2018-04-03,2018,3,LIMERICK,FORD,MONDEO,HATCHBACK,WHITE,B,35574.0
201-D-4408,2018-02-01,2018,1,DUBLIN,AUDI,A4,SALOON,ORANGE,B,50048.0
202-C-770,2020-08-18,2020,8,CORK,TOYOTA,PRIUS,HATCHBACK,SILVER,B,36390.0
191-D-225,2019-02-13,2019,2,GALWAY,FORD,FOCUS,ESTATE,RED,A,30036.0
201-L-2134,2018-02-16,2018,2,LIMERICK,MAZDA,MAZDA3,HATCHBACK,RED,B,31275.0
182-L-1480,2018-07-13,2018,7,GALWAY,FORD,KUGA,SUV,WHITE,B,33413.0
201-D-678,2019-01-20,2019,1,DUBLIN,FORD,FOCUS,HATCHBACK,RED,A,35655.0
191-L-4313,2019-01-25,2019,1,LIMERICK,MERCEDES,A-CLASS,HATCHBACK,ORANGE,B,48296.0
201-C-2994,2018-03-26,2018,3,CORK,OPEL,GRANDLAND X,SUV,RED,B,48450.0
201-L-4999,2020-01-17,2020,1,LIMERICK,OPEL,ASTRA,ESTATE,WHITE,B,28698.0
202-D-3445,2020-11-20,2020,11,DUBLIN,FORD,FOCUS,ESTATE,WHITE,A,26239.0
202-L-1991,2020-07-07,2020,7,GALWAY,TOYOTA,RAV4,SUV,SILVER,B,42081.0
191-L-4727,2019-01-23,2019,1,GALWAY,FORD,FOCUS,ESTATE,RED,A,36372.0
202-W-1541,2020-04-09,2020,9,GALWAY,FORD,MONDEO,HATCHBACK,RED,B,36121.0
201-D-4195,2019-02-02,2019,2,DUBLIN,MERCEDES,AMG-GT,HATCHBACK,RED,D,199988.0
181-D-1935,2018-01-24,2018,1,GALWAY,BMW,2 SERIES,COUPE,BLUE,B,101391.0
201-D-4641,2019-06-01,2019,1,DUBLIN,MAZDA,MAZDA6,ESTATE,SILVER,B,37347.0
182-L-2955,2018-01-07,2018,7,GALWAY,MAZDA,MAZDA6,ESTATE,WHITE,B,43926.0
191-C-2741,2019-02-18,2019,2,GALWAY,MAZDA,CX-30,SUV,WHITE,B,35141.0
192-D-4900,2019-07-15,2019,7,GALWAY,FORD,FOCUS,HATCHBACK,BLUE,A,28749.0
201-G-4124,2020-03-01,2020,1,GALWAY,MERCEDES,C-CLASS,ESTATE,WHITE,B,115440.0
202-G-1577,2020-07-13,2020,7,GALWAY,MERCEDES,C-CLASS,ESTATE,WHITE,B,112375.0
191-L-1521,2019-04-02,2019,2,LIMERICK,OPEL,CROSSLAND X,SUV,SILVER,A,25079.0
201-D-1405,2019-07-01,2019,1,DUBLIN,TOYOTA,YARIS,HATCHBACK,WHITE,A,19747.0
201-D-3697,2020-03-18,2020,3,DUBLIN,TOYOTA,YARIS,HATCHBACK,BLUE,A,15030.0
191-C-3399,2019-01-26,2019,1,GALWAY,MERCEDES,A-CLASS,HATCHBACK,BLUE,B,31189.0
192-C-2563,2019-07-18,2019,7,CORK,MERCEDES,C-CLASS,SALOON,WHITE,B,84110.0
182-C-274,2018-06-07,2018,7,GALWAY,OPEL,CORSA,HATCHBACK,WHITE,A,18820.0
181-L-2654,2018-02-27,2018,2,LIMERICK,MAZDA,MAZDA6,ESTATE,SILVER,B,39328.0
191-D-2742,2019-03-01,2019,1,GALWAY,FORD,FIESTA,HATCHBACK,ORANGE,A,27837.0
202-W-3991,2020-07-22,2020,7,WATERFORD,FORD,FIESTA,HATCHBACK,RED,A,26279.0
182-W-3795,2018-07-13,2018,7,WATERFORD,TOYOTA,YARIS,HATCHBACK,BLUE,A,19615.0
201-L-562,2020-04-27,2020,4,LIMERICK,OPEL,ASTRA,ESTATE,WHITE,B,27731.0
202-W-2990,2018-12-07,2018,7,WATERFORD,OPEL,INSIGNIA,HATCHBACK,ORANGE,B,32141.0
191-C-1038,2019-01-13,2019,1,GALWAY,TOYOTA,PRIUS,HATCHBACK,WHITE,B,34594.0
181-L-1219,2018-04-25,2018,4,GALWAY,AUDI,Q3,SUV,RED,B,44021.0
201-D-1173,2020-04-02,2020,2,DUBLIN,OPEL,GRANDLAND X,SUV,WHITE,B,35812.0
181-L-4402,2018-03-25,2018,3,GALWAY,TOYOTA,COROLLA,SALOON,RED,B,28795.0
191-W-4644,2019-07-01,2019,1,WATERFORD,AUDI,Q3,SUV,WHITE,B,52284.0
201-D-4403,2020-02-24,2020,2,DUBLIN,OPEL,ASTRA,ESTATE,WHITE,B,27217.0
202-W-3143,2020-07-20,2020,7,WATERFORD,FORD,MONDEO,SALOON,WHITE,B,36170.0
201-G-4639,2019-02-26,2019,2,GALWAY,MERCEDES,C-CLASS,ESTATE,RED,B,121403.0
181-L-1058,2018-09-03,2018,3,GALWAY,OPEL,CORSA,HATCHBACK,RED,A,23311.0
201-C-377,2019-03-15,2019,3,CORK,OPEL,ASTRA,ESTATE,WHITE,B,26149.0
191-D-827,2019-01-13,2019,1,DUBLIN,OPEL,CORSA,HATCHBACK,RED,A,17012.0
201-W-3199,2020-08-02,2020,2,GALWAY,BMW,5 SERIES,ESTATE,BLUE,C,70881.0
201-L-3994,2019-10-01,2019,1,LIMERICK,MAZDA,MAZDA3,HATCHBACK,SILVER,B,30789.0
202-C-3974,2018-07-24,2018,7,CORK,TOYOTA,YARIS,HATCHBACK,WHITE,A,16746.0
182-D-54,2018-11-07,2018,7,GALWAY,OPEL,ASTRA,ESTATE,SILVER,B,27797.0
201-G-500,2018-02-26,2018,2,GALWAY,TOYOTA,PRIUS,HATCHBACK,RED,B,35669.0
