car_reg,purchase_date,county,make,model,type,colour,tax_band,price
192-C-2297,2019-Jul-23,,opel,CROSSLAND X,SUV,#FF0000,A,24394
202-c-4401,17 Sep,CORK,Audi : Q3,,SUV,RED,2,42241
182-w-1419,21 Jul,WATERFORD,Mazda : CX-30,,SUV,RED,2,38737
XXX-X-2284,2018-03-06,Dublin,Audi : A6 (Saloon),,,red,c,69724
192-c-4884,25 Jul,CORK,Mercedes : A-Class,,Saloon,WHITE,2,43936
201-W-1402,2020-Jan-20,,Mazda,Mazda6,Saloon,Red,B,39626
XXX-X-1708,2020-01-24,Dublin,Ford : Mondeo (Hatchback),,,red,b,35199
182-C-771,2018-Jul-06,,Toyota,Yaris,Hatchback,Silver,A,18435
XXX-X-4453,2018-03-04,Dublin,Opel : Corsa (Hatchback),,,white,a,18510
181-w-2570,26 Mar,WATERFORD,Audi : A4,,Saloon,SILVER,2,45035
XXX-X-4285,2019-03-16,Limerick,BMW : 2 series (Coupe),,,blue,b,51292
XXX-X-3247,2020-04-25,Cork,Mercedes : A-Class (Hatchback),,,blue,b,48415
182-d-286,10 Jul,DUBLIN,Toyota : Rav4,,SUV,SILVER,2,40494
181-d-2754,23 Jan,DUBLIN,Ford : Focus,,Estate,RED,1,33589
201-D-747,2020-Jan-02,Dublin,toyota,yaris : hatchback,,<colour>Silver</colour>,A,16564
201-g-4597,27 Jan,GALWAY,Opel : Crossland X,,SUV,WHITE,1,25134
202-d-2285,14 Sep,DUBLIN,Ford : Mondeo,,Saloon,RED,2,38449
XXX-X-1878,2018-01-01,Dublin,Ford : Mondeo (Hatchback),,,blue,b,38138
191-G-1260,2019-Apr-03,,Audi,A6,Saloon,White,C,74093
182-G-3534,2018-Jul-19,,opel,CORSA,Hatchback,#0000FF,A,23221
201-w-556,07 Jan,WATERFORD,Audi : A4,,Saloon,WHITE,2,43574
181-C-3070,2018-Jan-24,Cork,mazda,cx-5 : suv,,<colour>White</colour>,B,41380
181-D-1871,2018-Jan-11,Dublin,mazda,cx-30 : suv,,<colour>Orange</colour>,B,29305
XXX-X-4205,2019-07-24,Cork,BMW : 3 Series (Saloon),,,orange,b,65487
XXX-X-2866,2020-02-10,Cork,Ford : Mustang (Coupe),,,blue,c,48072
XXX-X-3088,2019-07-14,Waterford,Mercedes : AMG-GT (Hatchback),,,white,d,177675
182-w-1433,25 Jul,WATERFORD,Mercedes : AMG-GT,,Hatchback,SILVER,4,198629
201-D-4374,2020-Jan-25,,Mazda,Mazda6,Estate,Red,B,37713
201-l-2687,26 Mar,LIMERICK,Ford : Focus,,Estate,WHITE,1,33923
XXX-X-4689,2019-01-11,Galway,Toyota : Prius (Hatchback),,,red,b,35804
191-d-3687,09 Apr,DUBLIN,Mazda : CX-5,,SUV,SILVER,2,49826
XXX-X-2935,2020-03-12,Galway,Mercedes : C-Class (Estate),,,red,b,65014
201-L-4986,2020-Feb-03,,Ford,Mondeo,Hatchback,White,B,37798
191-c-3569,12 Jan,CORK,Opel : Astra,,Estate,BLUE,2,27917
191-C-4302,2019-Mar-22,Cork,bmw,3 series : estate,,<colour>Red</colour>,B,57230
202-D-4550,2020-Jul-11,,Mazda,Mazda6,Saloon,White,B,36629
191-D-2623,2019-Jan-01,,Toyota,Corolla,Saloon,Blue,B,28728
191-D-3945,2019-Jan-09,Dublin,ford,kuga : suv,,<colour>White</colour>,B,35272
191-C-1146,2019-Jan-14,,opel,ASTRA,Hatchback,#C0C0C0,A,27715
192-G-418,2019-Jul-23,,audi,Q7,SUV,#FF0000,D,85809
201-C-3091,2020-Feb-05,Cork,mazda,mazda3 : saloon,,<colour>White</colour>,B,36497
181-l-2980,09 May,LIMERICK,Opel : Insignia,,Hatchback,WHITE,2,28878
201-c-935,20 Mar,CORK,Mercedes : A-Class,,Saloon,RED,2,47293
202-w-1745,16 Jul,WATERFORD,Opel : Corsa,,Hatchback,WHITE,1,19875
192-C-3747,2019-Jul-06,,Opel,Crossland X,SUV,Red,A,26813
201-L-2970,2020-Mar-05,,mercedes,A-CLASS,Saloon,#C0C0C0,B,35797
181-D-4091,2018-Mar-20,,Ford,Focus,Estate,Blue,A,44406
201-D-4176,2020-Jan-12,Dublin,ford,focus : hatchback,,<colour>Red</colour>,A,37009
XXX-X-1102,2018-02-02,Dublin,Ford : Mustang (Coupe),,,white,c,49490
181-l-4626,13 Jan,LIMERICK,Mazda : Mazda6,,Saloon,WHITE,2,38979
XXX-X-1192,2019-11-23,Waterford,Audi : Q3 (SUV),,,red,b,40932
181-C-3938,2018-Jan-03,,Ford,Mondeo,Saloon,Silver,B,37757
XXX-X-3283,2020-01-12,Waterford,BMW : X3 (SUV),,,white,c,102935
201-C-2661,2020-Feb-20,,Audi,A6,Estate,Silver,C,73252
181-L-3777,2018-Apr-01,,Mazda,CX-5,SUV,Blue,B,46014
192-l-4576,20 Jul,LIMERICK,Toyota : Prius,,Hatchback,WHITE,2,34051
XXX-X-4459,2019-07-03,Waterford,Mercedes : A-Class (Hatchback),,,silver,b,51933
192-g-953,03 Jul,GALWAY,Mazda : CX-5,,SUV,WHITE,2,40634
201-G-2102,2020-Mar-14,,Mazda,Mazda6,Estate,White,B,36138
201-G-3918,2020-Jun-02,,Opel,Crossland X,SUV,White,A,25212
181-d-3353,05 Jan,DUBLIN,BMW : 5 Series,,Estate,WHITE,3,73884
201-d-679,15 Jan,DUBLIN,BMW : 2 series,,Coupe,RED,2,76802
201-L-1861,2020-Mar-04,,Toyota,Camery,Saloon,White,B,42203
191-L-4034,2019-Apr-07,,opel,ASTRA,Hatchback,#FFFFFF,A,25349
192-D-2708,2019-Jul-01,Dublin,ford,mustang : coupe,,<colour>Blue</colour>,C,71204
182-C-548,2018-Jul-12,,BMW,5 Series,Estate,Silver,C,60220
XXX-X-2555,2018-01-09,Cork,Mercedes : A-Class (Hatchback),,,red,b,33216
202-L-3896,2020-Jul-03,,mazda,MAZDA6,Estate,#FF0000,B,39523
181-G-2086,2018-Jan-07,,Ford,Mondeo,Saloon,White,B,35106
191-C-203,2019-Jan-27,,Audi,A4,Saloon,Red,B,43715
202-D-267,2020-Aug-05,Dublin,audi,a4 : saloon,,<colour>Red</colour>,B,43199
XXX-X-1060,2019-01-16,Dublin,Audi : A6 (Saloon),,,blue,c,53354
202-L-4214,2020-Jul-26,,opel,CORSA,Hatchback,#FFA500,A,21068
XXX-X-4688,2019-01-11,Dublin,BMW : 3 Series (Hatchback),,,white,c,66264
181-d-1671,19 Mar,DUBLIN,Opel : Corsa,,Hatchback,RED,1,23543
201-W-2362,2020-Jan-09,,Audi,A4,Saloon,White,B,44183
202-D-3456,2020-Oct-06,Dublin,bmw,2 series : coupe,,<colour>Orange</colour>,B,119709
182-d-2261,02 Jul,DUBLIN,Ford : Mustang,,Coupe,BLUE,3,68168
182-C-130,2018-Jul-08,,Audi,A4,Estate,White,B,40928
201-W-1503,2020-Feb-06,,Toyota,Yaris,Hatchback,Silver,A,17714
201-d-2309,13 Feb,DUBLIN,Mazda : CX-5,,SUV,BLUE,2,39774
181-C-2651,2018-Feb-01,,Opel,Astra,Hatchback,Orange,A,24350
191-g-2336,03 Jan,GALWAY,Mazda : CX-5,,SUV,WHITE,2,46994
XXX-X-2054,2020-07-24,Dublin,Mercedes : AMG-GT (Hatchback),,,silver,d,191895
181-D-4897,2018-Jan-11,Dublin,bmw,3 series : saloon,,<colour>White</colour>,B,72885
181-G-3147,2018-Mar-25,,bmw,X3,SUV,#FF0000,C,111830
XXX-X-613,2020-03-10,Limerick,BMW : X3 (SUV),,,red,c,73335
XXX-X-4911,2019-04-06,Galway,Opel : Grandland X (SUV),,,silver,b,53386
202-D-2577,2020-Jul-13,Dublin,bmw,2 series : coupe,,<colour>White</colour>,B,85391
201-l-3123,24 Jan,LIMERICK,Opel : Crossland X,,SUV,WHITE,1,27810
181-D-1521,2018-Mar-04,,Audi,A4,Saloon,White,B,55684
182-d-1461,26 Aug,DUBLIN,Mazda : CX-30,,SUV,BLUE,2,36252
XXX-X-3420,2020-07-27,Waterford,Audi : A4 (Estate),,,red,b,40127
182-D-899,2018-Jul-27,,Mercedes,C-Class,Saloon,Blue,B,108371
191-D-3096,2019-Feb-05,,Ford,Focus,Hatchback,Blue,A,42486
XXX-X-2301,2020-02-20,Dublin,Opel : Crossland X (SUV),,,silver,a,25663
201-C-1631,2020-Jan-05,,mazda,MAZDA3,Saloon,#FFFFFF,B,31504
181-G-3381,2018-Jan-02,,Ford,Mondeo,Hatchback,Silver,B,39530
201-D-3917,2020-Mar-07,Dublin,toyota,rav4 : suv,,<colour>Red</colour>,B,45559
191-D-3182,2019-Jan-04,,toyota,RAV4,SUV,#C0C0C0,B,39311
191-D-3313,2019-Mar-10,Dublin,toyota,yaris : hatchback,,<colour>White</colour>,A,16191
191-D-4480,2019-Mar-27,,Toyota,Yaris,Hatchback,Blue,A,16362
201-G-333,2020-Mar-05,,Ford,Mondeo,Saloon,White,B,35584
191-D-2811,2019-Jan-20,,Toyota,Camery,Saloon,White,B,42464
202-l-4138,20 Jul,LIMERICK,Audi : A6,,Estate,WHITE,3,82762
201-D-3238,2020-Mar-13,Dublin,ford,mondeo : hatchback,,<colour>Red</colour>,B,33496
XXX-X-4370,2019-02-23,Dublin,Toyota : Corolla (Saloon),,,silver,b,30424
181-d-1531,16 Mar,DUBLIN,BMW : 5 Series,,Estate,WHITE,3,71364
192-d-3673,19 Jul,DUBLIN,Toyota : Prius,,Hatchback,WHITE,2,35759
XXX-X-1780,2018-02-26,Dublin,Toyota : Yaris (Hatchback),,,white,a,15740
XXX-X-3880,2018-04-06,Dublin,Opel : Insignia (Hatchback),,,blue,b,36885
191-g-3039,21 Feb,GALWAY,Mercedes : A-Class,,Saloon,WHITE,2,58981
192-D-1786,2019-Jul-15,Dublin,toyota,yaris : hatchback,,<colour>White</colour>,A,18753
182-c-4355,10 Jul,CORK,Mercedes : A-Class,,Saloon,ORANGE,2,34256
181-L-837,2018-Jan-14,,Opel,Astra,Estate,Blue,B,25297
XXX-X-4641,2019-10-17,Dublin,Mazda : CX-5 (SUV),,,blue,b,46356
191-g-283,09 Feb,GALWAY,Mazda : CX-30,,SUV,WHITE,2,34053
201-C-4871,2020-Jan-11,,Mercedes,A-Class,Hatchback,White,B,57787
XXX-X-980,2018-09-14,Dublin,Opel : Astra (Estate),,,white,b,28750
191-D-1036,2019-Jan-16,,Opel,Astra,Estate,Red,B,29707
192-d-3150,03 Oct,DUBLIN,Ford : Focus,,Estate,BLUE,1,32265
XXX-X-1210,2018-05-22,Galway,Mercedes : AMG-GT (Hatchback),,,red,d,212021
XXX-X-2930,2020-11-02,Galway,Opel : Grandland X (SUV),,,white,b,39302
191-D-2033,2019-Feb-19,Dublin,ford,kuga : suv,,<colour>White</colour>,B,38302
181-D-2790,2018-Feb-25,,opel,ASTRA,Estate,#FF0000,B,29164
201-l-2354,21 May,LIMERICK,Ford : Mondeo,,Hatchback,WHITE,2,36616
XXX-X-3425,2020-07-08,Limerick,Ford : Mondeo (Saloon),,,white,b,36372
XXX-X-3635,2020-01-15,Limerick,Audi : A6 (Estate),,,silver,c,71262
XXX-X-4421,2019-02-12,Waterford,Ford : Mustang (Coupe),,,white,c,61501
191-C-4246,2019-Feb-21,,Mercedes,A-Class,Hatchback,White,B,56421
202-g-2986,15 Jul,GALWAY,Mazda : CX-30,,SUV,WHITE,2,40856
201-c-4861,10 Jan,CORK,Mercedes : C-Class,,Estate,RED,2,125282
201-D-3837,2020-Apr-07,,Opel,Astra,Hatchback,White,A,27388
181-d-3944,21 Jan,DUBLIN,Opel : Grandland X,,SUV,BLUE,2,48034
192-C-2540,2019-Jul-04,,Mercedes,C-Class,Estate,White,B,121811
192-d-4236,27 Jul,DUBLIN,Toyota : Rav4,,SUV,SILVER,2,38101
191-C-4404,2019-Mar-01,,Ford,Focus,Estate,White,A,33070
191-W-2849,2019-Jan-03,Waterford,bmw,3 series : saloon,,<colour>Blue</colour>,B,46605
191-C-4553,2019-Mar-09,,Ford,Focus,Hatchback,Blue,A,25541
192-W-1949,2019-Jul-18,,mazda,CX-5,SUV,#0000FF,B,43847
191-L-444,2019-Mar-01,Limerick,bmw,3 series : saloon,,<colour>White</colour>,B,59870
202-D-3109,2020-Jul-02,,mercedes,A-CLASS,Saloon,#FF0000,B,61622
181-C-2712,2018-Mar-02,Cork,bmw,5 series : estate,,<colour>Orange</colour>,C,64182
201-W-1332,2020-Jan-17,,Ford,Mondeo,Saloon,White,B,39019
XXX-X-2824,2019-01-20,Cork,Mercedes : C-Class (Saloon),,,white,b,67077
181-W-4342,2018-Jan-13,,BMW,3 Series,Hatchback,Blue,C,52999
182-l-1678,22 Jul,LIMERICK,Toyota : Corolla,,Hatchback,WHITE,2,31289
XXX-X-2097,2020-02-15,Dublin,Ford : Mondeo (Hatchback),,,white,b,32393
201-l-4271,16 Jan,LIMERICK,Toyota : Corolla,,Hatchback,BLUE,2,28156
XXX-X-613,2020-07-08,Cork,Mazda : Mazda3 (Hatchback),,,white,b,29901
XXX-X-3505,2019-03-23,Cork,Audi : A6 (Saloon),,,red,c,54881
202-G-1378,2020-Aug-03,,mazda,MAZDA3,Saloon,#C0C0C0,B,32484
202-d-3657,12 Jul,DUBLIN,Opel : Corsa,,Hatchback,BLUE,1,18716
XXX-X-1413,2020-07-17,Dublin,Audi : A4 (Estate),,,white,b,47629
191-D-4265,2019-Feb-06,Dublin,bmw,5 series : estate,,<colour>White</colour>,C,54459
202-C-4054,2020-Jul-25,,audi,A4,Saloon,#FFFFFF,B,48085
202-w-4953,11 Jul,WATERFORD,Toyota : Yaris,,Hatchback,WHITE,1,19013
XXX-X-2812,2019-02-09,Dublin,Mazda : Mazda6 (Estate),,,white,b,40809
201-W-3133,2020-Feb-27,Waterford,toyota,yaris : hatchback,,<colour>Red</colour>,A,16995
XXX-X-3832,2020-07-11,Dublin,Toyota : Yaris (Hatchback),,,white,a,19483
182-d-3467,05 Jul,DUBLIN,Audi : A6,,Saloon,BLUE,3,83216
XXX-X-4875,2019-07-05,Galway,Mercedes : C-Class (Estate),,,silver,b,57205
XXX-X-4328,2019-02-20,Cork,BMW : 2 series (Coupe),,,white,b,117346
XXX-X-1994,2018-01-17,Dublin,Mazda : Mazda6 (Estate),,,red,b,35118
181-L-3094,2018-Jan-12,Limerick,toyota,yaris : hatchback,,<colour>White</colour>,A,16444
202-D-1937,2020-Jul-16,,BMW,3 Series,Saloon,White,B,63976
XXX-X-1613,2018-04-07,Cork,Opel : Astra (Estate),,,white,b,25333
191-D-1408,2019-Mar-05,Dublin,toyota,yaris : hatchback,,<colour>Silver</colour>,A,17177
181-C-4481,2018-Jan-12,Cork,audi,a4 : saloon,,<colour>White</colour>,B,49924
XXX-X-91,2019-07-21,Limerick,Mercedes : A-Class (Hatchback),,,white,b,34068
191-G-2643,2019-Feb-02,Galway,toyota,corolla : hatchback,,<colour>Red</colour>,B,30562
192-C-3646,2019-Aug-04,,toyota,YARIS,Hatchback,#0000FF,A,18419
192-g-4849,03 Jul,GALWAY,Ford : Mondeo,,Saloon,RED,2,37809
181-c-3682,13 Jan,CORK,Toyota : Rav4,,SUV,RED,2,49903
191-d-173,12 Jan,DUBLIN,Audi : A4,,Saloon,ORANGE,2,44154
202-d-1416,13 Aug,DUBLIN,Toyota : Prius,,Hatchback,BLUE,2,35496
192-C-2776,2019-Jul-07,,Opel,Corsa,Hatchback,White,A,22822
182-c-3296,05 Jul,CORK,Ford : Fiesta,,Hatchback,WHITE,1,28639
191-C-3240,2019-Mar-25,,Ford,Focus,Hatchback,Red,A,37887
201-d-4730,24 Mar,DUBLIN,Ford : Mondeo,,Saloon,RED,2,40615
191-D-1886,2019-Feb-21,Dublin,mercedes,c-class : saloon,,<colour>Silver</colour>,B,42473
181-g-4329,14 Jan,GALWAY,Opel : Astra,,Estate,RED,2,26259
XXX-X-401,2019-03-14,Limerick,BMW : X3 (SUV),,,silver,c,72256
182-L-199,2018-Aug-09,Limerick,toyota,corolla : saloon,,<colour>Blue</colour>,B,28281
201-d-4944,11 Jan,DUBLIN,Opel : Insignia,,Hatchback,BLUE,2,38441
192-d-2403,09 Jul,DUBLIN,Opel : Grandland X,,SUV,RED,2,53013
191-C-178,2019-Mar-23,,Toyota,Corolla,Saloon,Silver,B,31421
201-C-2082,2020-May-04,,toyota,PRIUS,Hatchback,#FFFFFF,B,35237
182-G-4902,2018-Sep-11,,BMW,X3,SUV,White,C,103178
202-D-1477,2020-Jul-04,,ford,FOCUS,Estate,#FFFFFF,A,26904
201-D-858,2020-Feb-02,,Toyota,Prius,Hatchback,Blue,B,36525
191-L-588,2019-Mar-24,Limerick,ford,fiesta : hatchback,,<colour>Red</colour>,A,22426
181-G-3049,2018-Feb-05,,BMW,2 series,Coupe,White,B,114785
202-w-326,03 Jul,WATERFORD,Ford : Mustang,,Coupe,WHITE,3,54980
191-W-4258,2019-Mar-20,,Mazda,CX-5,SUV,Silver,B,33033
191-d-36,04 Jan,DUBLIN,Opel : Corsa,,Hatchback,BLUE,1,24959
201-L-3420,2020-Mar-20,Limerick,ford,fiesta : hatchback,,<colour>Blue</colour>,A,25049
182-D-3944,2018-Jul-03,,Toyota,Yaris,Hatchback,Silver,A,16445
191-D-734,2019-Jan-19,,Opel,Grandland X,SUV,Red,B,46768
182-D-4454,2018-Aug-27,Dublin,opel,crossland x : suv,,<colour>White</colour>,A,24349
181-g-46,17 Jan,GALWAY,Audi : A6,,Saloon,ORANGE,3,56140
XXX-X-2818,2018-01-03,Waterford,Mercedes : C-Class (Estate),,,blue,b,110844
XXX-X-1318,2018-02-22,Dublin,BMW : 3 Series (Hatchback),,,red,c,54803
XXX-X-2909,2020-08-21,Dublin,Toyota : Prius (Hatchback),,,white,b,35622
XXX-X-1401,2020-08-12,Waterford,BMW : X3 (SUV),,,red,c,87454
182-W-4624,2018-Sep-14,,Ford,Fiesta,Hatchback,Orange,A,20523
202-D-2679,2020-Jul-03,,Mazda,CX-5,SUV,Blue,B,41568
201-W-28,2020-Jan-19,,toyota,PRIUS,Hatchback,#FFFFFF,B,34108
191-D-3265,2019-Jan-20,,ford,FIESTA,Hatchback,#FFFFFF,A,28578
201-w-575,24 Mar,WATERFORD,Toyota : Corolla,,Hatchback,RED,2,32283
202-C-3040,2020-Jul-19,,Opel,Crossland X,SUV,Red,A,22636
XXX-X-2250,2020-01-21,Waterford,Audi : Q3 (SUV),,,white,b,47801
201-W-4882,2020-Mar-25,,Mercedes,A-Class,Hatchback,White,B,41985
XXX-X-252,2019-07-07,Dublin,Opel : Insignia (Hatchback),,,white,b,29588
191-C-3637,2019-Jan-23,Cork,audi,q3 : suv,,<colour>Blue</colour>,B,50777
181-D-3123,2018-Jan-09,,opel,INSIGNIA,Hatchback,#C0C0C0,B,28604
191-d-4802,08 Jan,DUBLIN,BMW : 3 Series,,Hatchback,BLUE,3,47378
201-W-1814,2020-Jan-07,,bmw,2 SERIES,Coupe,#FFFFFF,B,45434
191-C-3530,2019-Jan-02,,BMW,X3,SUV,White,C,91411
201-c-1996,10 Feb,CORK,BMW : 3 Series,,Estate,WHITE,2,45500
201-C-1679,2020-Jan-02,Cork,opel,grandland x : suv,,<colour>White</colour>,B,35362
181-D-27,2018-Jan-19,,Ford,Fiesta,Hatchback,White,A,19565
181-l-3642,18 Apr,LIMERICK,Mazda : Mazda6,,Saloon,WHITE,2,45674
191-d-1847,10 Jan,DUBLIN,BMW : 5 Series,,Estate,BLUE,3,55922
202-C-3292,2020-Aug-10,Cork,ford,focus : hatchback,,<colour>Blue</colour>,A,25443
XXX-X-877,2020-03-25,Waterford,Mercedes : A-Class (Hatchback),,,white,b,50439
181-D-3466,2018-Mar-19,,Toyota,Corolla,Hatchback,White,B,29059
201-d-2090,07 Mar,DUBLIN,Mazda : Mazda3,,Saloon,WHITE,2,35147
181-W-851,2018-Jan-05,Waterford,ford,mondeo : hatchback,,<colour>Blue</colour>,B,38816
XXX-X-546,2020-01-09,Galway,Mazda : Mazda6 (Estate),,,silver,b,38583
181-w-756,04 Feb,WATERFORD,Mazda : CX-30,,SUV,BLUE,2,40496
191-L-1308,2019-Feb-21,Limerick,toyota,corolla : saloon,,<colour>Blue</colour>,B,30425
182-L-3388,2018-Jul-05,Limerick,mazda,cx-30 : suv,,<colour>Red</colour>,B,40419
191-c-621,27 Jan,CORK,Mazda : CX-30,,SUV,SILVER,2,35848
201-c-4249,03 Mar,CORK,Toyota : Corolla,,Saloon,BLUE,2,30927
XXX-X-3616,2018-01-01,Cork,Ford : Kuga (SUV),,,red,b,49192
181-D-1041,2018-Feb-03,,Mazda,Mazda3,Hatchback,White,B,32543
XXX-X-549,2018-02-20,Cork,Opel : Crossland X (SUV),,,silver,a,24767
XXX-X-562,2018-03-15,Galway,Toyota : Camery (Saloon),,,white,b,41376
181-D-859,2018-Jan-08,Dublin,mercedes,c-class : estate,,<colour>White</colour>,B,90202
191-D-3751,2019-Mar-08,,Mazda,Mazda6,Saloon,White,B,36904
191-L-4517,2019-Jan-21,,Mazda,Mazda3,Saloon,White,B,31281
191-D-39,2019-Feb-01,,Mazda,Mazda3,Hatchback,Orange,B,28457
XXX-X-3761,2019-04-19,Cork,Ford : Mondeo (Hatchback),,,red,b,31681
182-W-2534,2018-Jul-27,Waterford,audi,a4 : estate,,<colour>Blue</colour>,B,48657
XXX-X-218,2018-08-02,Dublin,Mercedes : GLC-Class (SUV),,,red,c,51924
192-L-4023,2019-Jul-06,,Mazda,Mazda6,Estate,White,B,37765
201-W-1056,2020-Jan-22,Waterford,toyota,yaris : hatchback,,<colour>Blue</colour>,A,15375
182-D-900,2018-Jul-24,,ford,MUSTANG,Coupe,#FFFFFF,C,70215
201-c-4008,21 Jan,CORK,Audi : A6,,Estate,SILVER,3,82649
201-G-358,2020-Mar-01,Galway,ford,fiesta : hatchback,,<colour>White</colour>,A,20341
181-w-647,22 Mar,WATERFORD,Opel : Crossland X,,SUV,BLUE,1,25240
191-d-1205,19 Jan,DUBLIN,Mercedes : GLC-Class,,SUV,BLUE,3,114009
181-D-1503,2018-Jan-27,,Opel,Crossland X,SUV,White,A,22610
181-D-3539,2018-Jan-09,,BMW,3 Series,Saloon,Blue,B,48730
181-D-2379,2018-Jan-12,,mazda,MAZDA3,Saloon,#C0C0C0,B,35014
181-g-197,05 Mar,GALWAY,Ford : Mondeo,,Hatchback,ORANGE,2,35099
XXX-X-3398,2019-01-18,Dublin,Mazda : Mazda3 (Hatchback),,,white,b,31804
192-D-3719,2019-Oct-11,,Mazda,Mazda6,Saloon,Red,B,43162
201-D-3736,2020-Jan-14,,Toyota,Rav4,SUV,Red,B,48375
201-D-4669,2020-Jan-09,,Mazda,Mazda3,Hatchback,White,B,33216
191-D-3246,2019-Jan-23,Dublin,opel,corsa : hatchback,,<colour>Silver</colour>,A,21684
191-C-1629,2019-Feb-25,,Mercedes,C-Class,Saloon,Silver,B,107618
181-C-4732,2018-Apr-13,,toyota,RAV4,SUV,#FFA500,B,43143
192-L-2654,2019-Jul-06,,bmw,3 SERIES,Estate,#FFFFFF,B,64576
191-D-3955,2019-Mar-13,,Opel,Grandland X,SUV,Silver,B,40323
182-D-2790,2018-Oct-16,,ford,MONDEO,Hatchback,#C0C0C0,B,39470
182-C-3007,2018-Jul-03,Cork,toyota,yaris : hatchback,,<colour>Silver</colour>,A,19855
182-c-1828,14 Jul,CORK,Opel : Astra,,Estate,SILVER,2,27131
191-C-1352,2019-Jan-25,Cork,audi,a6 : saloon,,<colour>White</colour>,C,81490
202-d-2470,26 Jul,DUBLIN,Ford : Fiesta,,Hatchback,SILVER,1,29490
181-d-2496,21 Jan,DUBLIN,Ford : Mondeo,,Hatchback,RED,2,32398
202-d-307,18 Jul,DUBLIN,Mercedes : C-Class,,Estate,SILVER,2,97096
191-w-3272,15 May,WATERFORD,Mercedes : GLC-Class,,SUV,SILVER,3,118269
201-C-945,2020-Jan-13,Cork,toyota,yaris : hatchback,,<colour>White</colour>,A,17554
201-D-1870,2020-Feb-16,,BMW,7 Series,Saloon,White,D,123112
191-d-719,13 Apr,DUBLIN,Toyota : Corolla,,Saloon,WHITE,2,30201
201-g-780,27 Jan,GALWAY,Mercedes : C-Class,,Estate,WHITE,2,101810
XXX-X-3035,2019-11-04,Limerick,Ford : Fiesta (Hatchback),,,silver,a,29722
181-W-2240,2018-Jan-24,,toyota,CAMERY,Saloon,#FFFFFF,B,41315
XXX-X-3929,2018-01-09,Dublin,BMW : 2 series (Coupe),,,blue,b,71342
192-w-2692,26 Jul,WATERFORD,Ford : Mondeo,,Saloon,BLUE,2,34095
191-L-350,2019-Jan-12,,Ford,Focus,Hatchback,White,A,38720
182-G-4437,2018-Jul-19,Galway,ford,mustang : coupe,,<colour>White</colour>,C,59190
192-G-1997,2019-Jul-06,,Mercedes,C-Class,Estate,Red,B,51542
XXX-X-209,2018-01-22,Galway,Mazda : Mazda6 (Saloon),,,silver,b,41438
XXX-X-4824,2018-03-16,Cork,Opel : Astra (Hatchback),,,blue,a,30315
201-D-1294,2020-Mar-21,Dublin,toyota,rav4 : suv,,<colour>Red</colour>,B,45448
181-C-2917,2018-Jan-11,,Mercedes,AMG-GT,Hatchback,Orange,D,176776
181-D-626,2018-Apr-23,Dublin,bmw,5 series : estate,,<colour>Silver</colour>,C,71155
181-C-1445,2018-Jan-08,,mercedes,A-CLASS,Saloon,#FF0000,B,39870
202-d-1818,08 Aug,DUBLIN,BMW : X3,,SUV,RED,3,72542
XXX-X-133,2020-01-15,Dublin,Toyota : Rav4 (SUV),,,blue,b,48011
XXX-X-442,2018-01-19,Cork,Ford : Mustang (Coupe),,,blue,c,55387
191-w-519,12 Jan,WATERFORD,Opel : Crossland X,,SUV,RED,1,27770
XXX-X-471,2020-03-09,Dublin,Ford : Focus (Estate),,,white,a,36412
201-D-1714,2020-Feb-20,,mercedes,GLC-CLASS,SUV,#0000FF,C,116072
XXX-X-3214,2018-07-14,Dublin,Mercedes : A-Class (Hatchback),,,white,b,33284
XXX-X-3780,2020-05-25,Cork,Audi : Q3 (SUV),,,silver,b,47901
202-d-4218,10 Sep,DUBLIN,BMW : 3 Series,,Saloon,WHITE,2,66518
201-g-2300,20 Jan,GALWAY,Mazda : CX-30,,SUV,WHITE,2,31230
181-C-1037,2018-Jan-04,Cork,opel,corsa : hatchback,,<colour>White</colour>,A,17235
191-G-2303,2019-Jan-10,,Opel,Astra,Estate,White,B,29214
201-G-2563,2020-Apr-03,Galway,bmw,x3 : suv,,<colour>White</colour>,C,70334
201-d-293,17 Jan,DUBLIN,Ford : Fiesta,,Hatchback,BLUE,1,25289
XXX-X-4025,2019-01-12,Limerick,Toyota : Corolla (Hatchback),,,blue,b,28058
201-G-3990,2020-Jan-24,,Opel,Insignia,Hatchback,White,B,28912
202-W-2251,2020-Jul-04,,Mazda,Mazda3,Saloon,White,B,33715
XXX-X-3622,2018-02-17,Waterford,Audi : A6 (Saloon),,,white,c,85742
201-d-1300,08 Apr,DUBLIN,Toyota : Camery,,Saloon,WHITE,2,41988
202-g-963,23 Jul,GALWAY,Audi : A4,,Estate,BLUE,2,50683
191-d-907,03 Jan,DUBLIN,Mazda : Mazda6,,Estate,WHITE,2,38211
181-L-964,2018-Mar-04,Limerick,ford,mondeo : hatchback,,<colour>White</colour>,B,35574
XXX-X-4408,2018-01-02,Dublin,Audi : A4 (Saloon),,,orange,b,50048
202-c-770,18 Aug,CORK,Toyota : Prius,,Hatchback,SILVER,2,36390
191-D-225,2019-Feb-13,,ford,FOCUS,Estate,#C0C0C0,A,30036
XXX-X-2134,2018-02-16,Limerick,Mazda : Mazda3 (Hatchback),,,red,b,31275
182-L-1480,2018-Jul-13,,Ford,Kuga,SUV,White,B,33413
